Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000979292;IBERIA;IBERIA;22.01.18 08:43;22.01.18 17:31;Resolved;Bloqueo Constante del usuario;IAG EUC Remote Support;EUC;EUC;Baja;4-Baja;We connected to the user machine in remote and cleared the saved password from the machinnes. And changed the user password. Now the issue has been resolved. Hence we are closing this ticket with user confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;ACCESS FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MANAGER DE GRUPOS (ACRG01)
INC000000979293;IBERIA;IBERIA;22.01.18 08:59;22.01.18 08:59;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;DIRECCIÓN RR.HH. SERV. AP (3HTA00)
INC000000979294;IBERIA;IBERIA;22.01.18 08:43;;Assigned;Status On 19th, 20th & 21th Afternoon invoice LC file not received.;USCIBMAM;Application Tower;Cobol Domain;Media;3-Medio;;Mantenimiento COBOL;INCIDENT;24.01.18;DATA ISSUE;;10;SIN IDENTIFICAR;
INC000000979295;IBERIA;IBERIA;22.01.18 08:47;22.01.18 09:51;Resolved;UserId disabled for Demand session TTXD;Admon. Seguridad Informática;Seguridad;Seguridad;Baja;4-Baja;We send the new password to swapnilt@hexaware.com;Unidad Seguridad Informática;INCIDENT;22.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000979296;IBERIA;IBERIA;22.01.18 08:52;22.01.18 13:34;Resolved;WEVIL Ibiza - Los datos de telegrafía y cierre vuelos no están entrando en automatico en el sistema;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Hablamos con el usuario y nos indica que ya esta funcionando. Resolvemos incidencia.;Mantenimiento Aeropuertos;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;IBZ AEROPUERTO;TRAFICO IBIZA (AHAKISAP)
INC000000979297;IBERIA;IBERIA;22.01.18 10:48;;Pending;Incidencia en impresora ZEBRA. ETIQUETAS..MODIFICAR KIT PR1440B1-2:83574;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;;Unidad Control del Servicio;INCIDENT;30.01.18;PRINTING FAILURE;;10;SIN IDENTIFICAR;
INC000000979298;IBERIA;IBERIA;22.01.18 08:57;;In Progress;[GPR009] WO created without support group;Remedy /BMC Support;Application Tower;HerramientasIT;Baja;4-Baja;;Mantenimiento Herramientas IT & DBAs;INCIDENT;25.01.18;SOFTWARE FAILURE;;10;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000979299;IBERIA;IBERIA;22.01.18 09:13;22.01.18 09:17;Resolved;[ICC001] Eliminar vuelo Salesforce SALA VIP DALI;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;1-Crítica;Se borran los vuelos solicitados.;Unidad Control del Servicio;INCIDENT;22.01.18;DATA ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000979300;IBERIA;IBERIA;22.01.18 09:19;22.01.18 09:19;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000979303;IBERIA;IBERIA;22.01.18 09:20;23.01.18 13:01;Resolved;Fallo Software:usuario tiene problemas con el funcionamiento de su correo de outlook.;IAG EUC Remote Support;EUC;EUC;Baja;4-Baja;We connected to the user machine in remote and issue is unable to access One pst file. We have tried to repair that pst file, but no luck. So we informed to user to create a new pst file and move the all data from old pst to new pst. Hence we are closing this ticket with user confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG. PREVENCIÓN LABORAL (3HSH00)
INC000000979305;IBERIA;IBERIA;22.01.18 09:11;22.01.18 10:06;Resolved;LINUX_ibm - Alarmas Gaudi: KPI: gaudirtcl2Alarmas Gaudi: KPI: CRITICAL_TOO_HIGH: Starts-Total = 69.;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Se revisa y se comprueba que la alerta ha venido derivada de la incidencia INC000000979131 actualmente esta ok;Mantenimiento Aeropuertos;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000979308;IBERIA;IBERIA;22.01.18 09:51;25.01.18 09:31;Resolved;No puede visualizar información aviones sharepoint;MICROSOFT OFFICE365;EUC;EUC;Media;3-Medio;Issue:USer is trying to access below site but he cannot the list of file. It shows that respective user doesn´t have sufficient permission so contact the administrator of the sharepoint site. https://o365iberia.sharepoint.com/sites/T%C3%A9cnica/ml/mcc/SitePages/Situaci%C3%B3n%20de%20Aviones%20de%20IB.aspx Action Taken:Called the user and took the remote control it shows that respective user doesn´t have sufficient permission so contact the administrator of the sharepoint site. Hence advisied the user to contact administror of the sharepoint site. User agreed. Hence proceed to close the ticket.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;25.01.18;SOFTWARE FAILURE;;3;SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL);TMAS JEFES COORDINACION (AMNLP0LC)
INC000000979309;IBERIA;IBERIA;22.01.18 09:23;22.01.18 09:23;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIF.105 - I.E.R.A.;PROGRAMACION TECNICA (AMICI0A0)
INC000000979311;IBERIA;IBERIA;22.01.18 09:21;22.01.18 09:53;Resolved;Emisora no funciona.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979312;IBERIA;IBERIA;22.01.18 09:40;22.01.18 09:40;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TFS AEROPUERTO;PASAJEROS TENERIFE SUR (AHALUSPA)
INC000000979313;IAG CARGO;IAG CARGO;22.01.18 09:35;22.01.18 09:35;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000979314;IBERIA;IBERIA;22.01.18 09:23;24.01.18 09:08;Resolved;[COM042] NDC- AGENCIA NO PUEDE EMITIR-VIAJES AURA-5300;IBIS_NDC_GAR;Delivery;Delivery;Baja;4-Baja;El error está en el portal de agencias y no en NDC. Ya se ha comunicado para que portal agencias se ponga en contacto con la agencia y le explique la situación.;MANTENIMIENTO IB.COM;INCIDENT;24.01.18;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000979316;IBERIA;IBERIA;22.01.18 09:22;22.01.18 09:53;Resolved;Emisora no funciona;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979317;IBERIA;IBERIA;22.01.18 09:23;22.01.18 09:53;Resolved;Emisora no funciona.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979318;IBERIA;IBERIA;22.01.18 09:41;22.01.18 13:07;Resolved;BJSVIPSKM101 - A1UF021010273 - Desconectada Desde Verano;Network_Campus_MAD;Network Tower;Network Tower;Media;2-Alta;(BT)Parcheado y funcionando. No era una incidencia y sin una peticion.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;PRINTING FAILURE;;0;SIN IDENTIFICAR (MADRID BARAJAS);MNG PREMIUM HUB (BCLTP0)
INC000000979319;IBERIA;IBERIA;22.01.18 09:24;22.01.18 09:53;Resolved;Emisora no funciona;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979320;IBERIA;IBERIA;22.01.18 09:25;22.01.18 09:56;Resolved;Emisora no se escucha al emitir.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio micro.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979321;IBERIA;IBERIA;22.01.18 09:26;22.01.18 09:56;Resolved;Emisora no se escucha al emitir;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio micro.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979322;IBERIA;IBERIA;22.01.18 09:33;22.01.18 09:33;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979323;IBERIA;IBERIA;22.01.18 09:27;22.01.18 09:56;Resolved;Emisora pantalla mal.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio pantalla.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979324;IBERIA;IBERIA;22.01.18 09:31;26.01.18 12:41;Resolved;SIC011: KO in Margarita load;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;ACCIONES,. se revisan las cargas de los últimos días y vemos que han funcionado correctamente. n;Mantenimiento BI;INCIDENT;26.01.18;SOFTWARE FAILURE;APPLICATION ERROR;4;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000979325;IBERIA;IBERIA;22.01.18 09:28;22.01.18 09:57;Resolved;Emisora no conecta.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio contacto de antena.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979326;IBERIA;IBERIA;22.01.18 09:34;22.01.18 16:00;Resolved;[GENERAL] Conexión con red wi-fi;IAG EUC Support;EUC;EUC;Baja;4-Baja;Configuración del proxy en el navegador.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;COMMUNICATIONS FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;SENIOR MANAGER AGENCIAS (ACVT00)
INC000000979327;OTHERS;BRITISH AIRWAYS;22.01.18 09:27;22.01.18 10:08;Resolved;TEST TICKET: ASSYST HEALTH CHECK: Kindly close the ticket once the Vendor Reference is assigned;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;;Unidad Control del Servicio;INCIDENT;26.01.18;DEFAULT;DEFAULT;0;SIN IDENTIFICAR;
INC000000979328;IBERIA;IBERIA;22.01.18 09:29;22.01.18 09:53;Resolved;Emisora no funciona;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979329;IBERIA;IBERIA;22.01.18 09:47;22.01.18 09:47;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;NEO-MARTINEZ VILLERGAS 49;MNG PRODUCTO Y OPERACIONE (ALTR00GF)
INC000000979330;IBERIA;IBERIA;22.01.18 09:34;22.01.18 09:53;Resolved;Emisora no funciona.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979331;IBERIA;IBERIA;22.01.18 09:43;31.01.18 13:20;Resolved;PLANIFICACION DE CIERRES FISCALES Y PRESENTACIÓN DE LOS MODELOS OFICIALES 190, 296 y 345 AÑO 2017;PeopleSoft Apps Support;Application Tower;RRHH;Media;3-Medio;Ya se han instalado los parches en PRO, cerramos la incidencia;Mantenimiento Corporativa y RRHH;INCIDENT;31.01.18;SOFTWARE FAILURE;;9;SIN IDENTIFICAR;
INC000000979332;IBERIA;IBERIA;22.01.18 09:35;22.01.18 09:57;Resolved;Emisora no funciona pantalla.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio pantalla.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979333;IBERIA;IBERIA;22.01.18 09:36;22.01.18 09:54;Resolved;Emisora no hace ptt.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio boton ptt.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979334;IBERIA;IBERIA;22.01.18 09:41;22.01.18 11:29;Resolved;Error en paso: Fichero Existe [Fichero no existe o no está completo ACTIVIDAD_20180119.dat];Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Issue: Error in GREX dataware house daily load. Analysis: GREX daily load failed as the 21st Jan 2018 files were received late from the Source team 'NIIT_MTO_GESING'. Business Impact: Users will not be able to see data in OBI reports for the missing dates. It will impact the reports users are making in order to take decisions based on group bookings. Resolution: There was an issue with source team system due to which there was delay in the daily files. Once we received the files from the source team, we reprocessed the daily load in ODI load plan: LP_GREXDWH_CARGA_DAILY and checked logs for successful execution of the reports.;Mantenimiento BI;INCIDENT;22.01.18;DATA ISSUE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000979335;OTHERS;BRITISH AIRWAYS;22.01.18 09:35;;Assigned;MADAP1 - LAN -Request access to the IAG proxy**BT SSR00686610**;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;3-Medio;;Unidad Control del Servicio;INCIDENT;30.01.18;COMMUNICATIONS FAILURE;CONFIGURATION ERROR;10;SIN IDENTIFICAR;
INC000000979336;IBERIA;IBERIA;22.01.18 09:39;22.01.18 09:54;Resolved;Emisora no hace ptt.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio boton ptt.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979337;IBERIA;IBERIA;22.01.18 09:42;22.01.18 09:58;Resolved;Emisora bateria no engancha.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio tapa trasera de la carcasa.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979339;IBERIA;IBERIA;22.01.18 09:50;22.01.18 09:50;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979341;IBERIA;IBERIA;22.01.18 09:54;22.01.18 10:26;Resolved;ALERTA-CRI ERROR CRITICO EN ROBOT BATCH (Proceso: Emision EURO ET6)ALERTA-CRI ERROR CRITICO EN ROBOT;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;Issue: robot batch. Impact: Robot emission impacted. Resolution: We have moved the stuck PNR to the error queue. Robot is up and running now. No further action required.;MANTENIMIENTO IB.COM;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000979342;IBERIA;IBERIA;22.01.18 10:03;24.01.18 15:57;Resolved;no puede abrir Outlook;IAG EUC Remote Support;EUC;EUC;Media;3-Medio;Took remote of the machine and removed the temp files nad outlook works fine. Hence closing the ticket with the user confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;24.01.18;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000979344;IBERIA;IBERIA;22.01.18 09:56;22.01.18 09:56;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000979346;IBERIA;IBERIA;22.01.18 10:06;22.01.18 10:06;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000979347;IBERIA;IBERIA;22.01.18 10:03;24.01.18 14:54;Resolved;ESC005: problemas con el modulo pR4 de hyperion;Aplicaciones BI;Application Tower;BI;Media;3-Medio;Issues: Reports failed to export attachment for some reports occasionally. Impact: The reports where send with out attachment to the users at airport. Analysis: The error/issue cannot be reproduced.as the system does not keep logs of these errors the problem cannot be identified whetherthe problem is with hyperion or with the mail. Actions Taken: No Actions were taken technical level.eviewed the reports but the error cnnot be reproduved;Mantenimiento BI;INCIDENT;24.01.18;DATA ISSUE;;2;TERMINAL T4;LABORATORIO GAUDI (AHMH00LG)
INC000000979349;IBERIA;IBERIA;22.01.18 11:48;22.01.18 11:48;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979351;IBERIA;IBERIA;22.01.18 08:36;22.01.18 08:36;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;NEO-MARTINEZ VILLERGAS 49;MANAGER DE GRUPOS (ACRG01)
INC000000979353;IBERIA;IBERIA;22.01.18 08:37;22.01.18 08:37;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;DIRECCIÓN RR.HH. SERV. AP (3HTA00)
INC000000979355;IBERIA;IBERIA;22.01.18 10:48;22.01.18 10:48;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;MNG. DE EQUIPOS TIERRA (1AH100)
INC000000979356;IBERIA;IBERIA;22.01.18 09:25;;In Progress;EC-MSY Cierres SAP no repercutidos en AMOS;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;4-Baja;"Vemos que la orden WO.4606631 no se cerro al cerrar la orden SAP 6400536149 porque faltaba el campo reference ""IBE"" dentro de los datos que devuelve la orden al cerrarla. Este problema técnico ya fue resuelto y vemos que la orden en AMOS ya esta cerrada asi que procederemos a cerrar la incidencia.";Mantenimiento Dir. Técnica;INCIDENT;31.01.18;SOFTWARE FAILURE;;10;EDIF.101 - HANGAR 3;SOPORTE PRODUCCIÓN MANTO (AMNLL0F0)
INC000000979357;IBERIA;IBERIA;22.01.18 10:22;22.01.18 16:08;Resolved;Airvision - Profit Manager esta caído;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;3-Medio;Reiniciamos el servidor;Mantenimiento Operaciones;INCIDENT;22.01.18;ACCESS FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;RESP. MODELO OPTIMIZACIÓN (ACDM00)
INC000000979358;IBERIA;IBERIA;22.01.18 09:44;25.01.18 20:12;Resolved;equipo va muy lento en Tenerife Sur Rampa;IAG SITA Support;EUC;EUC;Media;3-Medio;"""24/1- Resolution details: Technician has cleaned the PC from the inside and fixed a PSU Fan Error Issue. Changed CPU Thermal Paste. CHKDSK performed. Tests result OK Hardware details: Make & Model: HP 8200 S/N: CZZC2272HDS Asset Tag: Not available 23/1- FE marked on site """;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;25.01.18;PERFORMANCE ISSUE;;3;TFS AEROPUERTO;RAMPA TENERIFE SUR (AHALUMRA)
INC000000979361;IBERIA;IBERIA;22.01.18 09:06;23.01.18 12:08;Resolved;Dispositivo averiado.Moviles 13645 y 13678 no funcionan;Mobiles;Network Tower;Network Tower;Baja;4-Baja;Problema momentaneo.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;TELEPHONY FAILURE;DEVICE;1;EDIF.101 - HANGAR 3;OFICINA ADMINISTRATIVA LR (AMNLL0A0)
INC000000979362;IBERIA;IBERIA;22.01.18 09:20;31.01.18 13:47;Resolved;[COM042] NDC- INCIDENCIA AL EMITIR EMD ASIENTOS-EMBAJADOR-5300;IBIS_NDC_GAR;Delivery;Delivery;Baja;4-Baja;No se encuentran intentos de compra de ancillaries a través del sistema NDC.;MANTENIMIENTO IB.COM;INCIDENT;31.01.18;SOFTWARE FAILURE;;9;SIN IDENTIFICAR;
INC000000979363;IBERIA;IBERIA;22.01.18 09:27;22.01.18 17:01;Resolved;ING012: Alarma Patrol de FILESYSTEM /nodo;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Análisis: se estudia el alcance Acciones: tareas sobre el filesystem Pruebas:ok;Mantenimiento BI;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000979364;IBERIA;IBERIA;22.01.18 09:41;22.01.18 09:41;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000979365;IBERIA;IBERIA;22.01.18 09:26;22.01.18 09:26;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL);SUBD. SEGURIDAD EN VUELO (AVS000)
INC000000979366;IBERIA;IBERIA;22.01.18 09:46;24.01.18 03:27;Resolved;[SEG010] Usuario fallo sincronía;IAG SITA Support;EUC;EUC;Baja;4-Baja;FE Name:Eduardo Serrano Date of intervention: 2018/01/22 On site hours: 14:15 Off site hours: 14:18 Work done:Input pc in domain. Release Name: Alfredo;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;24.01.18;ACCESS FAILURE;PASSWORD;2;TERMINAL T4;LABORATORIO GAUDI (AHMH00LG)
INC000000979367;IBERIA;IBERIA;22.01.18 09:30;22.01.18 09:54;Resolved;Emnisora no funciona.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Revision y limpìeza.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979368;IBERIA;IBERIA;22.01.18 09:32;22.01.18 09:55;Resolved;Emisora no hace ptt.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio boton ptt.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979370;IBERIA;IBERIA;22.01.18 09:33;22.01.18 09:56;Resolved;Emisora no se escucha al emitir.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio micro.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979371;IBERIA;IBERIA;22.01.18 09:38;22.01.18 09:58;Resolved;Emisora no conecta.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio contacto de antena.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979372;IBERIA;IBERIA;22.01.18 09:40;22.01.18 09:58;Resolved;Emisora desconfigurada.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Reconfigurar.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979373;IBERIA;IBERIA;22.01.18 09:41;22.01.18 09:58;Resolved;Emisora no funciona pantalla.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio pantalla.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979374;IBERIA;IBERIA;22.01.18 10:31;22.01.18 10:31;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979375;IBERIA;IBERIA;22.01.18 10:12;;Pending;Incidencia en impresora.;IAG SITA Support;EUC;EUC;Baja;4-Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;31.01.18;PRINTING FAILURE;;10;GRX AEROPUERTO;PASAJEROS GRANADA (AHARR0PA)
INC000000979376;IBERIA;IBERIA;22.01.18 09:50;22.01.18 09:50;Resolved;Fallo Hardware en PC;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;El usuario llama para indicar que no tiene conexión a internet, se le pidió que desconectara y volviera a conectar su cable de red y le ha funcionado.;Unidad Control del Servicio;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
